"област","община","населено място","брой население по ПА","брой население по НА"
"ЛОВЕЧ","ЛОВЕЧ","С.ЙОГЛАВ","229","314"
"ЛОВЕЧ","ЛОВЕЧ","С.КАЗАЧЕВО","170","220"
"ЛОВЕЧ","ЛОВЕЧ","С.КЪКРИНА","93","221"
"ЛОВЕЧ","ЛОВЕЧ","С.ЛЕШНИЦА","72","173"
"ЛОВЕЧ","ЛОВЕЧ","С.ЛИСЕЦ","630","787"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","41613","33531"
"ЛОВЕЧ","ЛОВЕЧ","С.МАЛИНОВО","673","631"
"ЛОВЕЧ","ЛОВЕЧ","С.ПРЕЛОМ","27","60"
"ЛОВЕЧ","ЛОВЕЧ","С.ПРЕСЯКА","164","267"
"ЛОВЕЧ","ЛОВЕЧ","С.СКОБЕЛЕВО","240","271"
"ЛОВЕЧ","ЛОВЕЧ","С.СЛАВЯНИ","570","729"
"ЛОВЕЧ","ЛОВЕЧ","С.СЛАТИНА","538","646"
"ЛОВЕЧ","ЛОВЕЧ","С.СЛИВЕК","59","143"
"ЛОВЕЧ","ЛОВЕЧ","С.СМОЧАН","236","298"
"ЛОВЕЧ","ЛОВЕЧ","С.СОКОЛОВО","68","119"
"ЛОВЕЧ","ЛОВЕЧ","С.СТЕФАНОВО","23","139"
"ЛОВЕЧ","ЛОВЕЧ","С.РАДЮВЕНЕ","530","812"
"ЛОВЕЧ","ЛОВЕЧ","С.ТЕПАВА","20","55"
"ЛОВЕЧ","ЛОВЕЧ","С.УМАРЕВЦИ","250","330"
"ЛОВЕЧ","ЛОВЕЧ","С.ХЛЕВЕНЕ","240","278"
"ЛОВЕЧ","ЛОВЕЧ","С.ЧАВДАРЦИ","289","337"
"ЛОВЕЧ","ЛУКОВИТ","С.БЕЖАНОВО","1309","1383"
"ЛОВЕЧ","ЛУКОВИТ","С.БЕЛЕНЦИ","449","452"
"ЛОВЕЧ","ЛУКОВИТ","С.ДЕРМАНЦИ","2352","2271"
"ЛОВЕЧ","ЛУКОВИТ","С.ДЪБЕН","84","137"
"ЛОВЕЧ","ЛУКОВИТ","С.КАРЛУКОВО","625","688"
"ЛОВЕЧ","ЛУКОВИТ","С.ТОРОС","1511","1485"
"ЛОВЕЧ","ЛУКОВИТ","ГР.ЛУКОВИТ","10251","9337"
"ЛОВЕЧ","ЛУКОВИТ","С.ПЕТРЕВЕНЕ","644","720"
"ЛОВЕЧ","ЛУКОВИТ","С.ПЕЩЕРНА","69","89"
"ЛОВЕЧ","ЛУКОВИТ","С.РУМЯНЦЕВО","763","717"
"ЛОВЕЧ","ЛУКОВИТ","С.ТОДОРИЧЕНЕ","396","431"
"ЛОВЕЧ","ЛУКОВИТ","С.ЪГЛЕН","725","775"
"ЛОВЕЧ","ТЕТЕВЕН","С.БЪЛГАРСКИ ИЗВОР","1312","1294"
"ЛОВЕЧ","ТЕТЕВЕН","С.БАБИНЦИ","329","285"
"ЛОВЕЧ","ТЕТЕВЕН","С.ВАСИЛЬОВО","216","229"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГАЛАТА","2570","2494"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГЛОГОВО","1678","1619"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГЛОЖЕНЕ","1013","1082"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГОЛЯМ ИЗВОР","350","483"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГРАДЕЖНИЦА","1832","1772"
"ЛОВЕЧ","ТЕТЕВЕН","С.ДИВЧОВОТО","133","137"
"ЛОВЕЧ","ТЕТЕВЕН","С.МАЛКА ЖЕЛЯЗНА","49","75"
"ЛОВЕЧ","ТЕТЕВЕН","С.РИБАРИЦА","926","1079"
"ЛОВЕЧ","ТЕТЕВЕН","ГР.ТЕТЕВЕН","10141","9330"
"ЛОВЕЧ","ТЕТЕВЕН","С.ЧЕРНИ ВИТ","536","512"
"ЛОВЕЧ","ТРОЯН","С.БАЛАБАНСКО","60","108"
"ЛОВЕЧ","ТРОЯН","С.БАЛКАНЕЦ","138","185"
"ЛОВЕЧ","ТРОЯН","С.БЕЛИ ОСЪМ","532","594"
"ЛОВЕЧ","ТРОЯН","С.БЕЛИШ","105","148"
"ЛОВЕЧ","ТРОЯН","С.БОРИМА","775","801"
"ЛОВЕЧ","ТРОЯН","С.ВРАБЕВО","640","680"
"ЛОВЕЧ","ТРОЯН","С.ГОЛЯМА ЖЕЛЯЗНА","497","554"
"ЛОВЕЧ","ТРОЯН","С.ГОРНО ТРАПЕ","144","178"
"ЛОВЕЧ","ТРОЯН","С.ГУМОЩНИК","107","256"
"ЛОВЕЧ","ТРОЯН","С.ДЕБНЕВО","623","632"
"ЛОВЕЧ","ТРОЯН","С.ДОБРОДАН","238","319"
"ЛОВЕЧ","ТРОЯН","С.ДЪЛБОК ДОЛ","236","335"
"ЛОВЕЧ","ТРОЯН","С.КАЛЕЙЦА","527","540"
"ЛОВЕЧ","ТРОЯН","С.ЛОМЕЦ","187","263"
"ЛОВЕЧ","ТРОЯН","С.ОРЕШАК","1883","1995"
"ЛОВЕЧ","ТРОЯН","С.ПАТРЕШКО","32","82"
"ЛОВЕЧ","ТРОЯН","С.СТАРО СЕЛО","152","198"
"ЛОВЕЧ","ТРОЯН","С.ТЕРЗИЙСКО","193","319"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","23272","20963"
"ЛОВЕЧ","ТРОЯН","С.ЧЕРНИ ОСЪМ","770","857"
"ЛОВЕЧ","ТРОЯН","С.ЧИФЛИК","263","327"
"ЛОВЕЧ","ТРОЯН","С.ШИПКОВО","524","554"
"ЛОВЕЧ","УГЪРЧИН","С.ГОЛЕЦ","88","131"
"ЛОВЕЧ","УГЪРЧИН","С.ДРАГАНА","89","227"
"ЛОВЕЧ","УГЪРЧИН","С.КАЛЕНИК","136","152"
"ЛОВЕЧ","УГЪРЧИН","С.КАТУНЕЦ","381","394"
"ЛОВЕЧ","УГЪРЧИН","С.КИРЧЕВО","1251","1219"
"ЛОВЕЧ","УГЪРЧИН","С.ЛЕСИДРЕН","938","875"
"ЛОВЕЧ","УГЪРЧИН","С.МИКРЕ","100","123"
"ЛОВЕЧ","УГЪРЧИН","С.ОРЛЯНЕ","62","88"
"ЛОВЕЧ","УГЪРЧИН","С.СЛАВЩИЦА","23","51"
"ЛОВЕЧ","УГЪРЧИН","С.СОПОТ","100","208"
"ЛОВЕЧ","УГЪРЧИН","ГР.УГЪРЧИН","2723","2673"
"ЛОВЕЧ","ЯБЛАНИЦА","С.БАТУЛЦИ","133","177"
"ЛОВЕЧ","ЯБЛАНИЦА","С.БРЕСТНИЦА","1134","1116"
"ЛОВЕЧ","ЯБЛАНИЦА","С.ГОЛЯМА БРЕСТНИЦА","107","173"
"ЛОВЕЧ","ЯБЛАНИЦА","С.ДОБРЕВЦИ","462","528"
"ЛОВЕЧ","ЯБЛАНИЦА","С.ДЪБРАВАТА","49","58"
"ЛОВЕЧ","ЯБЛАНИЦА","С.ЗЛАТНА ПАНЕГА","889","870"
"ЛОВЕЧ","ЯБЛАНИЦА","С.МАЛЪК ИЗВОР","174","231"
"ЛОВЕЧ","ЯБЛАНИЦА","С.ОРЕШЕНЕ","323","367"
"ЛОВЕЧ","ЯБЛАНИЦА","ГР.ЯБЛАНИЦА","2784","2631"
"МОНТАНА","БЕРКОВИЦА","С.БАЛЮВИЦА","30","43"
"МОНТАНА","БЕРКОВИЦА","ГР.БЕРКОВИЦА","14883","12958"
"МОНТАНА","БЕРКОВИЦА","С.БИСТРИЛИЦА","69","120"
"МОНТАНА","БЕРКОВИЦА","С.БОКИЛОВЦИ","71","79"
"МОНТАНА","БЕРКОВИЦА","С.БОРОВЦИ","508","688"
"МОНТАНА","БЕРКОВИЦА","С.БЪРЗИЯ","1386","1317"
"МОНТАНА","БЕРКОВИЦА","С.ГАГАНИЦА","197","291"
"МОНТАНА","БЕРКОВИЦА","С.ЗАМФИРОВО","1137","1184"
"МОНТАНА","БЕРКОВИЦА","С.КОМАРЕВО","48","72"
"МОНТАНА","БЕРКОВИЦА","С.КОСТЕНЦИ","36","43"
"МОНТАНА","БЕРКОВИЦА","С.КОТЕНОВЦИ","86","115"
"МОНТАНА","БЕРКОВИЦА","С.ЛЕСКОВЕЦ","19","44"
"МОНТАНА","БЕРКОВИЦА","С.МЕЗДРЕЯ","177","183"
"МОНТАНА","БЕРКОВИЦА","С.ПЕСОЧНИЦА","13","28"
"МОНТАНА","БЕРКОВИЦА","С.ПЪРЛИЧЕВО","39","64"
"МОНТАНА","БЕРКОВИЦА","С.РАШОВИЦА","2","7"
"МОНТАНА","БЕРКОВИЦА","С.СЛАТИНА","166","163"
"МОНТАНА","БЕРКОВИЦА","С.ЦВЕТКОВА БАРА","9","13"
"МОНТАНА","БЕРКОВИЦА","С.ЧЕРЕШОВИЦА","29","43"
"МОНТАНА","БЕРКОВИЦА","С.ЯГОДОВО","142","169"
"МОНТАНА","БОЙЧИНОВЦИ","С.БЕЛИ БРЕГ","22","48"
"МОНТАНА","БОЙЧИНОВЦИ","С.БЕЛИ БРОД","160","183"
"МОНТАНА","БОЙЧИНОВЦИ","ГР.БОЙЧИНОВЦИ","1498","1396"
"МОНТАНА","БОЙЧИНОВЦИ","С.ВЛАДИМИРОВО","1283","1314"
"МОНТАНА","БОЙЧИНОВЦИ","С.ГРОМШИН","688","730"
"МОНТАНА","БОЙЧИНОВЦИ","С.ЕРДЕН","481","550"
"МОНТАНА","БОЙЧИНОВЦИ","С.КОБИЛЯК","233","353"
"МОНТАНА","БОЙЧИНОВЦИ","С.ЛЕХЧЕВО","1760","1752"
"МОНТАНА","БОЙЧИНОВЦИ","С.МАДАН","631","748"
"МОНТАНА","БОЙЧИНОВЦИ","С.МЪРЧЕВО","768","892"
"МОНТАНА","БОЙЧИНОВЦИ","С.ОХРИД","305","383"
"МОНТАНА","БОЙЧИНОВЦИ","С.ПАЛИЛУЛА","42","71"
"МОНТАНА","БОЙЧИНОВЦИ","С.ПОРТИТОВЦИ","501","488"
"МОНТАНА","БРУСАРЦИ","ГР.БРУСАРЦИ","1078","1020"
"МОНТАНА","БРУСАРЦИ","С.БУКОВЕЦ","98","135"
"МОНТАНА","БРУСАРЦИ","С.ВАСИЛОВЦИ","1186","1163"
"МОНТАНА","БРУСАРЦИ","С.ДОНДУКОВО","320","385"
"МОНТАНА","БРУСАРЦИ","С.ДЪБОВА МАХАЛА","79","111"
"МОНТАНА","БРУСАРЦИ","С.КИСЕЛЕВО","140","156"
"МОНТАНА","БРУСАРЦИ","С.КНЯЖЕВА МАХАЛА","131","139"
"МОНТАНА","БРУСАРЦИ","С.КРИВА БАРА","1026","1057"
"МОНТАНА","БРУСАРЦИ","С.ОДОРОВЦИ","4","6"
"МОНТАНА","БРУСАРЦИ","С.СМИРНЕНСКИ","337","405"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.БОТЕВО","44","54"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.БЪЗОВЕЦ","66","100"
"МОНТАНА","ВЪЛЧЕДРЪМ","ГР.ВЪЛЧЕДРЪМ","3305","3256"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.СЕПТЕМВРИЙЦИ","979","1025"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.ГОРНИ ЦИБЪР","103","107"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.ДОЛНИ ЦИБЪР","1656","1599"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.ЗЛАТИЯ","639","652"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.ИГНАТОВО","200","208"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.МОКРЕШ","733","737"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.РАЗГРАД","601","606"
"МОНТАНА","ВЪЛЧЕДРЪМ","С.ЧЕРНИ ВРЪХ","460","471"
"МОНТАНА","ВЪРШЕЦ","ГР.ВЪРШЕЦ","6442","5831"
"МОНТАНА","ВЪРШЕЦ","С.ГОРНА БЕЛА РЕЧКА","28","58"
"МОНТАНА","ВЪРШЕЦ","С.ГОРНО ОЗИРОВО","175","224"
"МОНТАНА","ВЪРШЕЦ","С.ДОЛНА БЕЛА РЕЧКА","65","91"
"МОНТАНА","ВЪРШЕЦ","С.ДОЛНО ОЗИРОВО","339","389"
"МОНТАНА","ВЪРШЕЦ","С.ДРАГАНИЦА","159","156"
"МОНТАНА","ВЪРШЕЦ","МАН.КЛИСУРСКИ МАНАСТИР","11","13"
"МОНТАНА","ВЪРШЕЦ","С.СПАНЧЕВЦИ","331","349"
"МОНТАНА","ВЪРШЕЦ","С.СТОЯНОВО","25","44"
"МОНТАНА","ВЪРШЕЦ","С.ЧЕРКАСКИ","162","202"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ВИДЛИЦА","53","114"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ГАВРИЛ ГЕНОВО","151","253"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ГЕОРГИ ДАМЯНОВО","392","391"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ГЛАВАНОВЦИ","50","57"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ГОВЕЖДА","354","384"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ДИВА СЛАТИНА","63","98"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ДЪЛГИ ДЕЛ","112","160"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ЕЛОВИЦА","28","27"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.КАМЕННА РИКСА","71","108"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.КОПИЛОВЦИ","427","469"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.МЕЛЯНЕ","142","168"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ПОМЕЖДИН","7","8"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ЧЕМИШ","57","61"
"МОНТАНА","ЛОМ","С.ДОБРИ ДОЛ","191","259"
"МОНТАНА","ЛОМ","С.ДОЛНО ЛИНЕВО","182","215"
"МОНТАНА","ЛОМ","С.ЗАМФИР","883","887"
"МОНТАНА","ЛОМ","С.КОВАЧИЦА","1001","1113"
"МОНТАНА","ЛОМ","ГР.ЛОМ","24888","22382"
"МОНТАНА","ЛОМ","С.ОРСОЯ","40","72"
"МОНТАНА","ЛОМ","С.СЛИВАТА","154","170"
"МОНТАНА","ЛОМ","С.СТАЛИЙСКА МАХАЛА","1235","1209"
"МОНТАНА","ЛОМ","С.СТАНЕВО","196","259"
"МОНТАНА","ЛОМ","С.ТРАЙКОВО","700","737"
"МОНТАНА","МЕДКОВЕЦ","С.АСПАРУХОВО","464","567"
"МОНТАНА","МЕДКОВЕЦ","С.МЕДКОВЕЦ","1683","1651"
"МОНТАНА","МЕДКОВЕЦ","С.ПИШУРКА","61","77"
"МОНТАНА","МЕДКОВЕЦ","С.РАСОВО","1070","1057"
"МОНТАНА","МЕДКОВЕЦ","С.СЛИВОВИК","277","392"
"МОНТАНА","МОНТАНА","С.БЕЗДЕНИЦА","301","319"
"МОНТАНА","МОНТАНА","С.БЕЛОТИНЦИ","306","492"
"МОНТАНА","МОНТАНА","С.ДОЛНО БЕЛОТИНЦИ","570","642"
"МОНТАНА","МОНТАНА","С.БЛАГОВО","426","601"
"МОНТАНА","МОНТАНА","С.ВИНИЩЕ","235","314"
"МОНТАНА","МОНТАНА","С.ВИРОВЕ","371","416"
"МОНТАНА","МОНТАНА","С.ВОЙНИЦИ","68","79"
"МОНТАНА","МОНТАНА","С.ГАБРОВНИЦА","1176","1166"
"МОНТАНА","МОНТАНА","С.ГОРНА ВЕРЕНИЦА","92","216"
"МОНТАНА","МОНТАНА","С.ГОРНО ЦЕРОВЕНЕ","345","491"
"МОНТАНА","МОНТАНА","С.ДОКТОР ЙОСИФОВО","619","728"
"МОНТАНА","МОНТАНА","С.ДОЛНА ВЕРЕНИЦА","138","266"
"МОНТАНА","МОНТАНА","С.ДОЛНА РИКСА","138","191"
"МОНТАНА","МОНТАНА","С.КЛИСУРИЦА","78","112"
"МОНТАНА","МОНТАНА","С.КРАПЧЕНЕ","205","396"
"МОНТАНА","МОНТАНА","С.ЛИПЕН","181","386"
"МОНТАНА","МОНТАНА","ГР.МОНТАНА","48978","40778"
"МОНТАНА","МОНТАНА","С.НИКОЛОВО","351","469"
"МОНТАНА","МОНТАНА","С.СЛАВОТИН","223","310"
"МОНТАНА","МОНТАНА","С.СМОЛЯНОВЦИ","793","881"
"МОНТАНА","МОНТАНА","С.СТУБЕЛ","451","572"
"МОНТАНА","МОНТАНА","С.СТУДЕНО БУЧЕ","412","592"
"МОНТАНА","МОНТАНА","С.СУМЕР","157","283"
"МОНТАНА","МОНТАНА","С.ТРИФОНОВО","62","102"
"МОНТАНА","ЧИПРОВЦИ","С.БЕЛИМЕЛ","197","220"
"МОНТАНА","ЧИПРОВЦИ","С.ГОРНА КОВАЧИЦА","85","126"
"МОНТАНА","ЧИПРОВЦИ","С.ГОРНА ЛУКА","139","183"
"МОНТАНА","ЧИПРОВЦИ","С.ЖЕЛЕЗНА","306","261"
"МОНТАНА","ЧИПРОВЦИ","С.МАРТИНОВО","267","253"
"МОНТАНА","ЧИПРОВЦИ","С.МИТРОВЦИ","80","185"
"МОНТАНА","ЧИПРОВЦИ","С.ПРЕВАЛА","369","410"
"МОНТАНА","ЧИПРОВЦИ","С.РАВНА","28","32"
"МОНТАНА","ЧИПРОВЦИ","С.ЧЕЛЮСТНИЦА","64","81"
"МОНТАНА","ЧИПРОВЦИ","ГР.ЧИПРОВЦИ","1754","1627"
"МОНТАНА","ЯКИМОВО","С.ДОЛНО ЦЕРОВЕНЕ","774","798"
"МОНТАНА","ЯКИМОВО","С.ДЪЛГОДЕЛЦИ","745","855"
"МОНТАНА","ЯКИМОВО","С.КОМОЩИЦА","792","882"
"МОНТАНА","ЯКИМОВО","С.ЯКИМОВО","1495","1770"
"ПАЗАРДЖИК","БАТАК","ГР.БАТАК","3025","2836"
"ПАЗАРДЖИК","БАТАК","С.НОВА МАХАЛА","2618","2084"
"ПАЗАРДЖИК","БАТАК","С.ФОТИНОВО","617","539"
"ПАЗАРДЖИК","БЕЛОВО","С.АКАНДЖИЕВО","390","513"
"ПАЗАРДЖИК","БЕЛОВО","ГР.БЕЛОВО","3997","3585"
"ПАЗАРДЖИК","БЕЛОВО","С.ГАБРОВИЦА","407","406"
"ПАЗАРДЖИК","БЕЛОВО","С.ГОЛЯМО БЕЛОВО","438","436"
"ПАЗАРДЖИК","БЕЛОВО","С.ДЪБРАВИТЕ","448","480"
"ПАЗАРДЖИК","БЕЛОВО","С.МЕНЕНКЬОВО","969","920"
"ПАЗАРДЖИК","БЕЛОВО","С.МОМИНА КЛИСУРА","887","822"
"ПАЗАРДЖИК","БЕЛОВО","С.СЕСТРИМО","1025","1003"
"ПАЗАРДЖИК","БРАЦИГОВО","ГР.БРАЦИГОВО","4023","3971"
"ПАЗАРДЖИК","БРАЦИГОВО","С.БЯГА","1342","1234"
"ПАЗАРДЖИК","БРАЦИГОВО","С.ЖРЕБИЧКО","49","52"
"ПАЗАРДЖИК","БРАЦИГОВО","С.ИСПЕРИХОВО","2132","2060"
"ПАЗАРДЖИК","БРАЦИГОВО","С.КОЗАРСКО","739","761"
"ПАЗАРДЖИК","БРАЦИГОВО","С.РАВНОГОР","448","457"
"ПАЗАРДЖИК","БРАЦИГОВО","С.РОЗОВО","368","379"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.АБЛАНИЦА","367","333"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.БИРКОВА","387","400"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.БОЗЬОВА","32","34"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.БУТРЕВА","167","177"
"ПАЗАРДЖИК","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","25507","24110"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ВСЕМИРЦИ","336","314"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ВРАНЕНЦИ","168","174"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ГРАШЕВО","1233","1166"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ГОРНА БИРКОВА","186","170"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ГОРНА ДЪБЕВА","217","195"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ДРАГИНОВО","5031","4878"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ДОЛНА ДЪБЕВА","274","274"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.КАНДОВИ","201","182"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.КРЪСТАВА","1092","1056"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ПАШОВИ","868","835"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.РОХЛЕВА","428","392"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.СВЕТА ПЕТКА","1547","1525"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ЦВЕТИНО","142","132"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ЧОЛАКОВА","187","197"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.АЛЕНДАРОВА","263","249"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ЮНДОЛА","211","191"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.БОРИМЕЧКОВО","605","574"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ДИНКАТА","1250","1234"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.КАЛУГЕРОВО","1022","1253"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ЛЕСИЧОВО","672","840"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ПАМИДОВО","357","391"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ЦЕРОВО","838","904"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ЩЪРКОВО","227","434"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.АЛЕКО КОНСТАНТИНОВО","3321","3232"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.АПРИЛЦИ","467","500"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.БРАТАНИЦА","2241","2156"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ВЕЛИЧКОВО","849","833"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ГЕЛЕМЕНОВО","667","713"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ГЛАВИНИЦА","2409","2254"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ГОВЕДАРЕ","1434","1426"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ДЕБРЪЩИЦА","791","830"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ДОБРОВНИЦА","1317","1415"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ДРАГОР","1464","1399"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЗВЪНИЧЕВО","1861","1723"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ИВАЙЛО","3147","2989"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.КРАЛИ МАРКО","139","189"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЛЯХОВО","391","411"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.МАЛО КОНАРЕ","4022","3919"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.МИРЯНЦИ","533","626"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.МОКРИЩЕ","1917","1848"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ОВЧЕПОЛЦИ","874","1015"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ОГНЯНОВО","2495","2400"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","83346","74765"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ПАТАЛЕНИЦА","1082","1062"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ПИЩИГОВО","932","939"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.РОСЕН","475","542"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.САРАЯ","1388","1423"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.СБОР","176","202"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.СИНИТОВО","1908","1779"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ТОПОЛИ ДОЛ","178","189"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ХАДЖИЕВО","1065","1103"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЦАР АСЕН","236","255"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЦРЪНЧА","968","995"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЧЕРНОГОРОВО","2013","1948"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЮНАЦИТЕ","1506","1485"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.БАНЯ","622","627"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.БЪТА","995","1039"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ЛЕВСКИ","649","659"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ЕЛШИЦА","603","587"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ОБОРИЩЕ","1073","1048"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","ГР.ПАНАГЮРИЩЕ","18144","16807"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ПОИБРЕНЕ","778","797"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ПОПИНЦИ","1845","1634"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ПАНАГЮРСКИ КОЛОНИИ","280","290"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.СРЕБРИНОВО","7","6"
"ПАЗАРДЖИК","ПЕЩЕРА","С.КАПИТАН ДИМИТРИЕВО","663","681"
"ПАЗАРДЖИК","ПЕЩЕРА","ГР.ПЕЩЕРА","21581","19932"
"ПАЗАРДЖИК","ПЕЩЕРА","С.РАДИЛОВО","1265","1337"
"ПАЗАРДЖИК","ПЕЩЕРА","С.СВЕТИ КОНСТАНТИН","2","4"
"ПАЗАРДЖИК","РАКИТОВО","С.ДОРКОВО","2887","2736"
"ПАЗАРДЖИК","РАКИТОВО","ГР.КОСТАНДОВО","4453","4310"
"ПАЗАРДЖИК","РАКИТОВО","ГР.РАКИТОВО","8925","8644"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.БОШУЛЯ","742","795"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ВАРВАРА","2089","2034"
"ПАЗАРДЖИК","СЕПТЕМВРИ","ГР.ВЕТРЕН","3074","2951"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ВЕТРЕН ДОЛ","1545","1471"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ВИНОГРАДЕЦ","1340","1396"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ГОРНО ВЪРШИЛО","17","35"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ДОЛНО ВЪРШИЛО","2","4"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ЗЛОКУЧЕНЕ","1065","1064"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.КАРАБУНАР","1275","1390"
