"област","община","населено място","брой население по ПА","брой население по НА"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ВРЕЛО","359","157"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ГОРСКО ДЮЛЕВО","168","72"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ГРУЕВО","1704","812"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ГУРГУЛИЦА","120","53"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ДЖЕЛЕПСКО","600","285"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ДРУМЧЕ","58","20"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ДЕВИНЦИ","247","119"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЗАГОРСКО","383","179"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЗВЕЗДЕЛ","1295","520"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.КАРАМФИЛ","816","361"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.КОНЧЕ","1044","342"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.КОС","252","115"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЛАЛЕ","658","292"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЛЕТОВНИК","62","45"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.МАНЧЕВО","0","0"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.МОМИНА СЪЛЗА","56","34"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","18842","8896"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.НАНОВИЦА","1050","476"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.НЕОФИТ БОЗВЕЛИЕВО","844","339"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ОБИЧНИК","33","23"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ПАЗАРЦИ","674","261"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ПИЯВЕЦ","219","84"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ПЛЕШИНЦИ","115","44"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ПОСТНИК","433","238"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ПТИЧАР","806","331"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ПРОГРЕС","770","402"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.РАВЕН","554","340"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.РАЛИЦА","97","43"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.САДОВИЦА","284","73"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СВОБОДА","244","128"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СЕДЕФЧЕ","386","202"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СЕДЛАРИ","585","257"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СИНДЕЛЦИ","1135","351"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СОКОЛИНО","1278","579"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СЯРЦИ","1","0"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.СЕНЦЕ","62","49"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ТАТУЛ","142","107"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЧАЙКА","638","270"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.КРЕМЕНЕЦ","114","46"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЧОБАНКА","281","251"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЧОМАКОВО","32","33"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЧУКОВО","649","258"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ВЪРХАРИ","442","176"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЮНАЦИ","6","0"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БАКАЛИТЕ","123","83"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БЕЗВОДНО","61","53"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БЕЛИ ВИР","1032","437"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БЕСНУРКА","0","0"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БОЖУРЦИ","420","255"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БОРОВСКО","12","8"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БОСИЛИЦА","20","12"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БОСТАНЦИ","131","79"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.БЪРЗА РЕКА","157","57"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ВЕРСКО","153","41"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ВОДАЧ","408","306"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ВОЖДОВО","170","84"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ВОЙНОВО","10","6"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ВЪЗЕЛ","122","83"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ГАБРОВО","1013","627"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ДАСКАЛОВО","573","374"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ДРАГАНОВО","323","167"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ДУШКА","2","0"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ДЯДОВСКО","676","401"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЖЕЛЕЗНИК","370","251"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЖЕНДА","80","48"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЖИТНИЦА","427","248"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЙОНЧОВО","149","99"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.КАБЛЕШКОВО","390","211"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.КАНЯК","226","151"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.КОМУНИГА","1764","1142"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.КОПИТНИК","2","2"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.КУЦОВО","2","5"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЛЯСКОВО","870","603"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.МИНЗУХАР","1206","494"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.МУРГА","44","36"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.НЕБЕСКА","41","14"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.НОВИ ПАЗАР","337","282"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.НОВОСЕЛИЩЕ","89","69"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.НОЧЕВО","88","50"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ПАНИЧКОВО","431","302"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ПАТИЦА","496","187"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ПЕТЕЛОВО","397","246"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ПРЯПОРЕЦ","366","207"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ПЧЕЛАРОВО","64","132"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.РУСАЛИНА","9","3"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.СВОБОДИНОВО","428","197"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.СОКОЛИТЕ","72","57"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.СРЕДНЕВО","306","203"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.СРЕДСКА","9","8"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.СТРАЖНИЦА","377","183"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЧЕРНА НИВА","188","100"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЧЕРНООЧЕНЕ","785","354"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЯБЪЛЧЕНИ","344","167"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЯВОРОВО","368","149"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.БАБИНО","189","215"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.БАБИНСКА РЕКА","82","90"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.БЛАТО","8","14"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","5549","5302"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ГОЛЕМА ФУЧА","64","86"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ГОЛЯМ ВЪРБОВНИК","126","135"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ГОЛЕМО СЕЛО","390","433"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ГОРНА КОЗНИЦА","61","113"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ДОЛИСТОВО","214","258"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.КОРКИНА","90","154"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ЛОКВАТА","5","5"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.МАЛА ФУЧА","101","121"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.МАЛИ ВЪРБОВНИК","48","64"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.МАЛО СЕЛО","269","265"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.МЛАМОЛОВО","634","622"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.НОВОСЕЛЯНЕ","39","46"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ПАНИЧАРЕВО","30","55"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","С.ШАТРОВО","49","101"
"КЮСТЕНДИЛ","БОБОШЕВО","С.БАДИНО","20","25"
"КЮСТЕНДИЛ","БОБОШЕВО","С.БЛАЖИЕВО","364","464"
"КЮСТЕНДИЛ","БОБОШЕВО","ГР.БОБОШЕВО","1125","1334"
"КЮСТЕНДИЛ","БОБОШЕВО","С.ВИСОКА МОГИЛА","23","43"
"КЮСТЕНДИЛ","БОБОШЕВО","С.ВУКОВО","26","62"
"КЮСТЕНДИЛ","БОБОШЕВО","С.ДОБРОВО","27","78"
"КЮСТЕНДИЛ","БОБОШЕВО","С.КАМЕНИК","10","19"
"КЮСТЕНДИЛ","БОБОШЕВО","С.СКРИНО","52","84"
"КЮСТЕНДИЛ","БОБОШЕВО","С.СЛАТИНО","357","442"
"КЮСТЕНДИЛ","БОБОШЕВО","С.СОПОВО","18","36"
"КЮСТЕНДИЛ","БОБОШЕВО","С.УСОЙКА","295","345"
"КЮСТЕНДИЛ","БОБОШЕВО","С.ЦИКЛОВО","0","14"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.БАРАКОВО","227","476"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.БОРОВЕЦ","52","84"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.БУРАНОВО","82","153"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.ДРАГОДАН","46","78"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","ГР.КОЧЕРИНОВО","1861","2182"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.КРУМОВО","33","83"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.МУРСАЛЕВО","287","364"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.ПОРОМИНОВО","298","522"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.СТОБ","457","614"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.ФРОЛОШ","58","84"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","С.ЦЪРВИЩЕ","38","50"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.БАГРЕНЦИ","611","575"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.БЕРСИН","112","148"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.БЛАТЕЦ","5","12"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.БОБЕШИНО","10","12"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.БОГОСЛОВ","394","318"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.БУНОВО","18","52"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГИРЧЕВЦИ","163","129"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГОРАНОВЦИ","77","86"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГОРНА БРЕСТНИЦА","68","51"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГОРНА ГРАЩИЦА","451","334"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГОРНО УЙНО","4","11"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГРАМАЖДАНО","296","230"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГРАНИЦА","615","534"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГУРБАНОВЦИ","1","3"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГЪРБИНО","1","8"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГЪРЛЯНО","230","157"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ГЮЕШЕВО","220","194"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ДВОРИЩЕ","100","141"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ДОЖДЕВИЦА","0","2"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ДОЛНА ГРАЩИЦА","126","89"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ДОЛНО СЕЛО","49","64"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ДОЛНО УЙНО","7","18"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ДРАГОВИЩИЦА","597","485"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЖАБОКРЪТ","1007","630"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЖЕРАВИНО","4","1"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЖИЛЕНЦИ","1080","995"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ИВАНОВЦИ","2","4"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КАМЕНИЧКА СКАКАВИЦА","60","53"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КАТРИЩЕ","68","106"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КОНЯВО","799","777"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КОПИЛОВЦИ","602","577"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КОПРИВА","2","2"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КУТУГЕРЦИ","1","6"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.КЪРШАЛЕВО","1","1"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","62158","44652"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЛЕЛИНЦИ","14","21"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЛЕСКА","0","0"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЛИСЕЦ","1","4"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЛОЗНО","784","725"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЛОМНИЦА","8","25"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.МАЗАРАЧЕВО","19","43"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ВРАТЦА","269","203"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.НОВИ ЧИФЛИК","139","165"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.НОВО СЕЛО","22","19"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.НИКОЛИЧЕВЦИ","372","380"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ПИПЕРКОВ ЧИФЛИК","952","811"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ПОЛЕТИНЦИ","4","9"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ПОЛСКА СКАКАВИЦА","14","20"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ПРЕКОЛНИЦА","64","72"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.РАДЛОВЦИ","127","115"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.РАНЕНЦИ","89","86"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.РЕЖИНЦИ","0","1"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.РАЖДАВИЦА","345","235"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.РЪСОВО","10","27"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.САВОЙСКИ","9","5"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.САЖДЕНИК","2","6"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.СКРИНЯНО","213","245"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.СЛОКОЩИЦА","1799","1487"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.СОВОЛЯНО","811","643"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.СТЕНСКО","113","138"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ТАВАЛИЧЕВО","214","285"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ТЪРНОВЛАГ","128","98"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ТЪРСИНО","9","16"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЦЕРОВИЦА","16","12"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЦРЕШНОВО","2","1"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЦЪРВЕНА ЯБЪЛКА","7","13"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЦЪРВЕНДОЛ","1","2"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЦЪРВЕНЯНО","53","72"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЧУДИНЦИ","0","0"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ШИПОЧАНО","62","108"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ШИШКОВЦИ","483","467"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.ЯБЪЛКОВО","870","797"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ВАКСЕВО","339","379"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ВЕТРЕН","6","6"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ДЛЪХЧЕВО-САБЛЯР","3","7"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ДОЛНА КОЗНИЦА","19","43"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ДРУМОХАР","86","108"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ЕРЕМИЯ","50","107"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ЗГУРОВО","48","55"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ИЛИЯ","21","31"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.КАДРОВИЦА","30","21"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ЛИЛЯЧ","145","167"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.МЪРВОДОЛ","17","31"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.НЕВЕСТИНО","468","501"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.НЕДЕЛКОВА ГРАЩИЦА","66","95"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ПАСТУХ","24","55"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ПЕЛАТИКОВО","54","71"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.РАКОВО","7","16"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.РАШКА ГРАЩИЦА","118","120"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.СМОЛИЧАНО","20","27"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.СТРАДАЛОВО","19","21"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ТИШАНОВО","39","42"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ЦЪРВАРИЦА","21","21"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ЧЕКАНЕЦ","0","0"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.ЧЕТИРЦИ","98","121"
"КЮСТЕНДИЛ","РИЛА","С.ПАДАЛА","9","29"
"КЮСТЕНДИЛ","РИЛА","С.ПАСТРА","132","167"
"КЮСТЕНДИЛ","РИЛА","ГР.РИЛА","2475","2526"
"КЮСТЕНДИЛ","РИЛА","МАН.РИЛСКИ МАНАСТИР","29","36"
"КЮСТЕНДИЛ","РИЛА","С.СМОЧЕВО","89","235"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","С.ОВЧАРЦИ","953","963"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","С.ПАНИЧИЩЕ","0","10"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","С.РЕСИЛОВО","1142","1183"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","ГР.САПАРЕВА БАНЯ","4039","4087"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","С.САПАРЕВО","1154","1185"
"КЮСТЕНДИЛ","ДУПНИЦА","С.БАЛАНОВО","294","443"
"КЮСТЕНДИЛ","ДУПНИЦА","С.БИСТРИЦА","1552","1489"
"КЮСТЕНДИЛ","ДУПНИЦА","С.БЛАТИНО","123","149"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ГРАМАДЕ","23","32"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ДЕЛЯН","43","106"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ДЖЕРМАН","1281","1290"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ДЯКОВО","202","294"
"КЮСТЕНДИЛ","ДУПНИЦА","С.КРАЙНИ ДОЛ","24","49"
"КЮСТЕНДИЛ","ДУПНИЦА","С.КРАЙНИЦИ","1819","1833"
"КЮСТЕНДИЛ","ДУПНИЦА","С.КРЕМЕНИК","25","81"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ПАЛАТОВО","86","99"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ПИПЕРЕВО","172","151"
"КЮСТЕНДИЛ","ДУПНИЦА","С.САМОРАНОВО","1681","1603"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","39015","34956"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ТОПОЛНИЦА","66","151"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ЧЕРВЕН БРЕГ","1065","1072"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ЯХИНОВО","2000","1886"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.БРЕСТ","1","11"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.БЪЗОВИЦА","8","19"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ГАБРЕШЕВЦИ","21","50"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ГОРНИ КОРИТЕН","13","42"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ГОРНО КОБИЛЕ","1","3"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ДОБРИ ДОЛ","15","54"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ДОЛНИ КОРИТЕН","11","37"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ДОЛНО КОБИЛЕ","5","14"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ДРАГОЙЧИНЦИ","4","30"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ЗЛОГОШ","23","52"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.КИСЕЛИЦА","8","34"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.КОСОВО","3","28"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.МЕТОХИЯ","3","25"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ПОБИТ КАМЪК","2","6"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.СРЕДОРЕК","39","92"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.СУШИЦА","23","30"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ТРЕКЛЯНО","161","344"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.УШИ","11","31"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ЧЕШЛЯНЦИ","9","16"
"ЛОВЕЧ","АПРИЛЦИ","С.ВЕЛЧЕВО","95","144"
"ЛОВЕЧ","АПРИЛЦИ","С.ДРАШКОВА ПОЛЯНА","52","95"
"ЛОВЕЧ","АПРИЛЦИ","ГР.АПРИЛЦИ","2504","2675"
"ЛОВЕЧ","АПРИЛЦИ","С.СКАНДАЛОТО","37","68"
"ЛОВЕЧ","ЛЕТНИЦА","С.ГОРСКО СЛИВОВО","492","574"
"ЛОВЕЧ","ЛЕТНИЦА","С.КРУШУНА","350","391"
"ЛОВЕЧ","ЛЕТНИЦА","С.КЪРПАЧЕВО","70","111"
"ЛОВЕЧ","ЛЕТНИЦА","ГР.ЛЕТНИЦА","4180","3422"
"ЛОВЕЧ","ЛОВЕЧ","С.АБЛАНИЦА","88","142"
"ЛОВЕЧ","ЛОВЕЧ","С.АЛЕКСАНДРОВО","1927","1770"
"ЛОВЕЧ","ЛОВЕЧ","С.БАХОВИЦА","955","1041"
"ЛОВЕЧ","ЛОВЕЧ","С.БРЕСТОВО","56","134"
"ЛОВЕЧ","ЛОВЕЧ","С.БЪЛГАРЕНЕ","115","177"
"ЛОВЕЧ","ЛОВЕЧ","С.ВЛАДИНЯ","154","252"
"ЛОВЕЧ","ЛОВЕЧ","С.ГОРАН","168","339"
"ЛОВЕЧ","ЛОВЕЧ","С.ГОРНО ПАВЛИКЕНЕ","83","202"
"ЛОВЕЧ","ЛОВЕЧ","С.ГОСТИНЯ","44","116"
"ЛОВЕЧ","ЛОВЕЧ","С.ДЕВЕТАКИ","63","168"
"ЛОВЕЧ","ЛОВЕЧ","С.ДОЙРЕНЦИ","960","1108"
"ЛОВЕЧ","ЛОВЕЧ","С.ДРЕНОВ","178","327"
"ЛОВЕЧ","ЛОВЕЧ","С.ДЪБРАВА","12","26"
"ЛОВЕЧ","ЛОВЕЧ","С.ИЗВОРЧЕ","22","54"
